tweet_id_customer,text_customer,tweet_id_uber,text_uber
127158,"@Uber_Support Booked this cab, before the driver decided to cancel the ride for no absolute reason? What the actual fuck? Can you guys take some action?? https://t.co/inEQNnPdjD",127156,@144556 Oh no! Please send us a note at https://t.co/lyqXfbVdYK and we'll be happy to look into this for you.
127163,"@116288 @Uber_Support absolute bullshit service early morning. After waiting for 15 mins for a cab your driver cancels. What nonsense is this? Already late to office, and more antics by Uber. https://t.co/TZ7qMEwlAl",127159,@144556 Here to help. Send us a note at https://t.co/e8HVorX5rh so our team can connect .
127165,@Uber_Support __email__,127164,"@144557 Thanks! In the future, we recommend sending personal info through DM. We see that you've submitted a support request and a member of our team will follow up with you as soon as possible. Thanks for your patience while we look into this.  https://t.co/sd7yH5jmbJ"
127167,"@Uber_Support I got this, and thereafter order was cancelled, no call, no text for no show. https://t.co/41QFHDosxW",127166,@144557 We're sorry to hear this was your experience. Please send us a DM (Direct Message) with your email address with details so we can follow up.
127169,"@115877 order #E18E0, you guys suck, no show of your guy after waiting 45 mins. Order cancelled from your side, and you warning me of penalty. So arrogant and rude, not gonna use your service anymore.",127168,@144557 Here to help! Send us a note at https://t.co/StKy7B0k57 so our team can connect right away.
127171,"@Uber_Support had a driver call me on his way to pick me up, found out where i was going, then canceled the trip. What can i do about this?",127170,@144558 Here to help! Send us a note via https://t.co/e8HVorX5rh and we'll be in touch.
127173,"@Uber_Support @116276 @Uber_Support @115873 it’s been a full week of an entire nightmare dealing with your sorry excuse of a support team!! I have been redirected from one idiot to another, lied to by your machine-like support members who can do nothing but read off their script. FIX THIS! #shame",127175,"@144383 We've followed up within your Direct Messages, Talal."
127174,@116276 @Uber_Support more lies and inconsistencies #injustice #thanksgiving #uber #lies #uberpartners #UberEATS https://t.co/iE1HlyO2WS,127172,@144383 Thanks for reaching out. We understand your concern and apologize for any inconvenience this may have caused. Our team has received your report and will be reaching back out to you as soon as we get the chance.
127178,"Can't trust @115873! Booking request showed fare of $43.80. Driver ignored navigation system guidance &amp; my advice, taking a longer route. Uber charged $49.52. Uber quoted $50 for return trip. I took Yellow Cab home for $28. Can't connect with @Uber_Support. @131187 @7170 @136084 @119737 @120330",127176,@144559 Let's look into that!  Send us a note at https://t.co/y4EDPcVZOI so our team can connect.
127180,@115873 I left my bag in@a car help,127179,@144560 Here to help! Get in contact with your driver here; https://t.co/rOtqyWzf0B
127182,@115873 @Uber_Support the worst taxi service in Perú.,127181,"@144561 Please DM us specific details of your concern together with your email address, so we can better assist you."
127160,@Uber_Support You ask me to use that link for help. What do I do with that now?? Garbage service early in the morning. Get someone to contact me right now. https://t.co/ahYjMIqbTY,127183,@144556 Thanks for reaching out to us about this. Please reach out to us directly using this link https://t.co/8OIENJSXxM. We look forward to your reply.
127184,@Uber_Support I've provided a complain. Now please take action.,127185,@144556 We're currently reviewing your email and will be in touch shortly. We appreciate your patience!
127186,"@Uber_Support Yeah, your 'in touch' just included a sorry. Awful. Not the service I expect, you can't just say a sorry after wasting 1 hour of my time early in the morning.",127187,@144556 We see that you have been in touch with us through in-app support. A member of our team will be in touch as soon as possible. We appreciate your patience.
127190,@Uber_Support I am drive in Jaipur my cab no rj23 ta 2857 my account deactivated so problem is liesome little complaints not help them uber Jaipur greenlight office please help them I am drive in uber thank you,127189,@144562 Here to help. Send us a note at https://t.co/z2GegSP1EC so our team can connect .
127193,Update I'm in a new uber and I have to pee so bad i think I'm gonna pee my pants. Its chill. I'm chill. @115873 do you have any cars with bathrooms?,127191,@144563 Hi there! Please reach out to https://t.co/SjsQQ8ofRq and fill out the boxes at the bottom so we can get in touch.
127196,@Uber_Support Just did!,127194,@144564 We can definitely take a look! Send us a DM with your email address so we can follow up.
127198,"Normally, I’d complain that my @115873 smells like cigarette smoke (I have asthma so this is killing me) and there’s an additional passenger here when I paid for an UberX.. but I’m not paying for it. So, can I really complain?",127197,@144564 Hi there! Please reach out to https://t.co/SjsQQ8ofRq and fill out the boxes at the bottom so we can get in touch.
127200,@Uber_Support Will u look into my matter,127203,@144565 Happy to help! Our team is currently reviewing your email and will follow up directly.
127201,@Uber_Support Will u see the DAM then u will now I already sent but u didn't drop the charges,127204,"@144565 We've located your support inquiry, Sandeep. A member of our team will be in touch shortly - thank you for your patience."
127205,@Uber_Support I have already. Posted inapp query 24 hrs passed no one reply u don't want to help me otherwise u have removed the charges,127206,"@144565 Hi, a member of our team will be following up shortly. Thank you for your patience and understanding."
127207,@Uber_Support Ur member didn't replied from last 25 hrs r u fooling me,127208,"@144565 Hi, It appears that our team has followed up with you via email regarding this matter. If you have further questions or concerns, please reply to the email thread. We apologize for any inconvenience this may be causing you and appreciate your patience throughout this matter."
127210,@Uber_Support Staff wasting time saying for Uber credit do this I simply said drop the charges they r not listening,127211,"@144565 Hi, Sandeep. A member of our team has been in touch via email, please check your inbox and follow up there directly."
127213,@Uber_Support Wht nonsense is this why r u not dropping the charges,127214,"@144565 We're following up with you via DM, be on the look out for our response."
127215,@Uber_Support I asked to drop charges wht they are replying I think they are illiterate don't understand English if they will not drop charges I m unable to book next ride https://t.co/EwDjUb6WZl,127216,"@144565 Hey, Sandeep. Our team has followed up with you via email regarding this matter. Our responses can be found both in-app via the Help tab and within the email address associated with your account. Please reply there directly with any other questions or concerns you may have."
127217,@Uber_Support The response I have told u with screenshot still ur talking like illiterate they are saying go and take credit who will drop charges,127218,"@144565 Hi there, Sandeep. It seems we've responded to your in-app support request. In an effort to keep our communications clear and in one place please see the ""Help"" section of the app for our reply and to follow up with us if necessary. Thank you for understanding."
127219,@Uber_Support U have problem replying,127220,"@144565 Hello, Sandeep. Please follow up in-app to streamline all communications in one thread. We apologize for any inconvenience this may have caused."
127202,@Uber_Support hi I need help,127199,@144565 We're here to help! Send us a DM with your email address and more details of your concern so we can follow up.
127222,"@Uber_Support That form requires me to give you some credit card info, and considering that I’ve just been compromised. I️ don’t feel comfortable doing that. Is there another way? Why is it so difficult to find a phone number for Uber?",127224,@144566 We're here to help! Send us a DM with your email address so we can follow up.
127223,@Uber_Support I received multiple fraudulent charges on my credit card from Uber. Trying to find an @115873 customer service number.,127221,@144566 We can definitely follow up! Send us a note here: https://t.co/dInR3racif so our team can connect.
127666,"@Uber_Support revert on My query Uber it’s third in row wherein charged wrongly, before booking u show the less amount with Uber pass and letter on charged me full amount.",127665,@144693 We’re here to help! Send us a note via https://t.co/Jqe9m1EUuF and we'll be in touch.
127669,@Uber_Support Still waiting for a response. 🙁,127671,@144694 Thank you for reaching out. A member of our team has followed up with you via email. From there you can reply with any further inquiries and questions you may have in regards to this concern. Please let us know if you have any additional questions or concerns.
127672,@Uber_Support Still no response to my query.,127673,"@144694 We see your outreach to our support team via in-app, and we will continue communications there moving forward."
127674,"@Uber_Support My query and your response that I got after 48 hrs are completely unrelated. I am asking about blocking in my account and I got a response regarding fare adjustment for a trip.

Told you to train your bots properly.

My query stands unresolved even after 48 hrs. 😒",127675,"@144694 We've sent additional details regarding your concern via DM, Shubham. Please check your inbox."
127676,"@Uber_Support It has been 3 days but we are still continuing with this. 

It's better if you read my replies and frame an appropriate response rather than just copy pasting replies and allowing bots to work as customer support.

Train your bots properly. How many times do I have to say this?",127679,"@144694 We have received your DM, Shubham, and will be in contact with you there shortly."
127680,@Uber_Support When? When? Been more than 21 hours. 😒,127681,@144694 Our team works to respond to each individual inquiry in the order which they are received. We see your outreach and a member of our team will be following up to assist as soon as possible.
127670,@Uber_Support I haven't received any further email after my last query. Why are you not replying in-app?,127668,@144694 Sorry to hear about the trouble! We see that you've submitted a response and a member of our team will follow up with you as soon as possible. Thanks for your patience while we look into this.
127683,@Uber_Support Pending issues again. Waiting for replies for more than 8 hours.,127682,"@144694 Hi Shubham! It appears that our team has followed up with you via email regarding this matter. If you have further questions or concerns, please reply to the email thread. We apologize for any inconvenience this may be causing you."
127685,@Uber_Support I have an unresolved issue. Customer service is not replying in app.,127684,"@144694 We've followed up within your Direct Messages, Shubham."
127687,@Uber_Support And I see that no one has replied to my queries for a very long time. Get it?,127686,@144694 Sorry to hear about the trouble. A member of our team has responded to your recent support request. Please reply to them in-app or by e-mail to continue communication on this. We're happy to help!
127689,@Uber_Support Nobody is replying in app now. 😣,127688,"@144694 We see that you've reached out directly to our support team via in-app, and we will continue communications there moving forward."
127692,@Uber_Support @115873 @116288,127690,"@144694 Looks like we've been in touch via in app support, we'll continue working with you there. Please include any questions you have there moving forward. Thanks!"
127695,@Uber_Support You guys legit charged me a dollar 10 different times?,127697,@144695 We're here to help. Can you please send us a DM with your email address so we can connect?
127696,@Uber_Support why are the fuck are you charging me multiple times on my account when I️ only got uber eats once???,127694,@144695 Here to help! Find out more info about multiple charges here; https://t.co/V7xxvohugl
127699,@Uber_Support Yet again.. Mobile Number 7405740480. Name: Nishant Gupta...this is very irritating. https://t.co/QWKoUnzi10,127701,@144696 Hey! A member of our team has reached out. Please reply to them in-app or by e-mail to continue communication on this. Thanks for your patience while we look into it.
127699,@Uber_Support Yet again.. Mobile Number 7405740480. Name: Nishant Gupta...this is very irritating. https://t.co/QWKoUnzi10,127702,@144696 Sorry to hear about this! We're looking into it and will follow up soon.
127703,@Uber_Support I don't know who you guys are trying to fool?? Can you please get this solved. https://t.co/4mzMFvSo3O,127704,"@144696 Sorry about that, Ishu! Please sign out and sign back in to your account to ensure settings have updated. Hope this helps."
127703,@Uber_Support I don't know who you guys are trying to fool?? Can you please get this solved. https://t.co/4mzMFvSo3O,127705,"@144696 Hi, Ishu. Please reply to the in-app support request so we can continue to help with this."
127706,@Uber_Support What should I do now?? https://t.co/0BlkpOPs3E,127707,"@144696 Hi, Ishu. Please reply to the in-app support request so we can continue to help with this."
127708,@Uber_Support Share the link,127709,"@144696 You can view our messages two ways. You can see all our messages via in-app support under the help section. You can also view our email in your own personal email. Our messages can be in your trash, spam or even trash folder. We look forward to your reply."
127700,@Uber_Support Just received 35 more messages. Can you please resolve this.,127698,"@144696 Hi, Ishu. A member of our team has followed up with your in-app support inquiry. Our responses can be found both in-app via the Help tab and within the email address associated with your account. We appreciate your continued patience and understanding."
127712,@Uber_Support Done,127711,@144696 Hi Ishu! Our team is reviewing your email now and will be in touch. We appreciate your patience!
127714,@115873 @119983 I have received 364 messages since yesterday. 7405740480 is my number. https://t.co/V3LjeRr6Y9,127713,@144696 Here to help. Send us a note at https://t.co/fyn3pRpCG3 so our team can connect.
127717,@Uber_Support This is an extremely frustrating process that has gotten me nowhere.  I am asking to speak to someone.,127715,@144697 Sorry to hear about this! Send a DM with the e-mail or phone number for your account and we'll look into it for you.
127719,@Uber_Support I need a customer support number to talk to someone about a dispute that is a month old and appears to not be resolved.,127718,"@144697 At this moment, we don't offer phone support for these issues. We're sorry for any inconvenience. Visit this link https://t.co/balq3Eyso6 so our team can assist."
127721,@Uber_Support I didn't get OTP SMS for mobile number change. Making things difficult to book a cab when arrived at Airport,127720,@144698 We can take a look! Send us a note via https://t.co/dwDjAokZht so our team can get in touch.
127723,"@Uber_Support But, I am unable to find credit options in my app's payment method!
I would appreciate if you help me!",127722,@144699 Here to help! Send us a note here https://t.co/OhfgxSAY58 so we can assist.
127725,"@Uber_Support I've some money in Uber credit, I am unable to use it what to do?",127724,@144699 Check out https://t.co/8Up7rdmQG0 to learn more about credits.
127727,@115873 @119983 @Uber_Support it's high time you relook at your support system. I have a problem for more than a month where uber is allowing me to book cab only by cash..and your support team keep writing the same message again and again.keeping the count..it's 6 now https://t.co/qrULjFE8lw,127726,@121903 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.
127729,@Uber_Support once again you prove me right - two cancelled rides in under 10 mins - charging me a fee. There's needs to be accountability.,127728,@144700 We're sorry to hear about the trouble. We've received your DMs and a member of our team will be following up shortly.
127731,@McDonalds received this gem via @115877 in Anaheim. Double checked for accuracy but I’m appalled this left the kitchen at all. Called and was told there was nothing you could do? https://t.co/cHgIIjZ9gu,127730,@144701 Here to help. Send us a note at https://t.co/OWBkgXcbMl so our team can connect.
127733,"@Uber_Support I guess you got it wrong, i mean I have unreasonable outstanding payment due to the app connectivity or something else. It’s not once, it happen few times and it starting to feel annoying.",127735,@144702 We're so sorry about that! Please send us a DM with your email address with details so we can connect.
127734,I am getting this few time already when using @115873 at bkk. It just cut off and says they is  outstanding payment from previous trip @Uber_Support https://t.co/kTk4MVnQPE,127732,@144702 Here to help. Send us a note at https://t.co/76zx6Rm1i6 so our team can connect.
127737,"@Uber_Support Uber driver Charging the 2 of us an extra $30 claiming we had ""more than 4 riders"" to ""fairly compensate your driver"" is *NOT COOL*.... :(",127736,@144703 Happy to take a closer look! Send us a DM with your email address so we can follow up.
127739,@115873 @118524 @Uber_Support I am in Sydney and someone else use my Uber in Perth to book a trip! And attempt several times! And my account get charged! I can't find a number to call on Uber Australia's website. Not an email either. Please help.,127738,@144704 Here to help. Send us a note at https://t.co/J1AzB6DDDr so our team can connect.
127741,"@115873 driver trying to charge the 2 of us an extra $30 claiming we had ""more than 4 riders"" to ""fairly compensate your driver"" is *NOT COOL*.... :(",127740,@144703 Here to help! Send us a note via https://t.co/zJ6aIZinzb and we'll be in touch.
127743,Got my @McDonalds food from @115877. Double checked my ass. Burnt sausage McMuffin with egg. Disappointed. https://t.co/tbXx9waFVl,127742,@144705 We're sorry to hear this was your experience. Contact us via https://t.co/OWBkgXcbMl and we'll be in touch.
127745,"@115873 Hi Team,
I booked a trip on 11/04/2017, @4254:39pm, with jitendra. The driver
canceled the trip, as he was unable to come to my destination, even
though i have been charged. This amount will be charged in my
next trip. I want to this amount Rs42/- to be refunded.",127744,@144706 Here to help! Follow up here; https://t.co/1xM0TILvAI and our team will connect right away.
127747,When did @115873 get so expensive? $32-42 for a 5km ride #ripoff https://t.co/fp2gscnIkV,127746,@144707 Here to help! Contact us here; https://t.co/1xM0TILvAI so we can take a closer look.
128417,"@115873 the rides are taking forever. No joke. @7385, mexico",128416,@144879 We're here to help! Send us a DM with your email address and more details so we can follow up.
128419,@115873 your employee charged me when I didn't even order him as well as another employee of yours sucks ass and left without me #refundmenow,128418,@144880 Here to help! Please reach out to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.
128421,The @115873 pickup situation at FedEx field is absolutely fucking ridiculous. 6 Uber's have cancelled after we've been standing here for 20+ minutes. It's gonna be a loooong walk home,128420,@144881 Sorry to hear this was your experience. Please send us a note at https://t.co/e8HVorX5rh and we'll be happy to look into this for you.
128423,@Uber_Support Have done it. Immediate action would be also required from your side. Do some urgent action on this otherwise you will loss one more customer from ahmedabad..!,128425,@144882 We're here to help! Send us a DM with your email address so we can follow up.
128426,@Uber_Support DM done and here also __email__,128427,"@144882 We're happy to help, Ravi! A member of our team is looking into this matter and will reach out to you as soon as possible. Thank you for your continued patience."
128424,"@119983 @115873 @132444 

What is going on in #Uber ahmedabad? I have been failed to pay by #Paytm in my last 2 rides. Have tried all the things even reinstall the app. Seriously annoying and worst service which is forcing us to pay by cash only. Plz sort out it urgently. https://t.co/GLJaHKgoJP",128422,@144882 Here to help! Send us a note via https://t.co/xMxswVLBKT so our team can connect.
128430,".@115873, one of your users just called me 10 minutes out after accepting my ride request, called me to ask/confirm where I was going, and then unconfirmed (?!) the request.",128429,@144883 Sorry to hear about that! Can you please contact us via https://t.co/iOszeeHZhQ so our team can connect?
128432,Does @Uber_Support have a customer service email or phone number ?,128431,"@144884 At this moment, we don't offer phone support for these issues. We're sorry for any inconvenience. Visit this link https://t.co/balq3Eyso6 so our team can assist."
128434,Hi @144886 - my mom left her purse in her Uber X and can't reach the driver. Can you help?,128433,"@144885 Due to our privacy policy, We're not able to address these concerns over social. Please have the account holder (or the person you're writing in for) contact us at https://t.co/zUe0dj6yoX so we can assist them further. Please let us know if you have any other questions."
128436,Had an awful time thanks to @Uber_Support. I was stranded miles from where I’m staying with no way back because the app wouldn’t work at all and there is no support phone number. I hitched a ride part of the way then walked 3 miles in 30 degree weather at at 11 pm.,128435,@144887 Hi there! Please write in your concern to https://t.co/zUe0dj6yoX and fill out the 4 boxes at the bottom so we can get in touch.
128438,@115873 I WANT ROUND TRIP UBER,128437,@144888 Hi there! Please reach out to https://t.co/QDn91HzZV0 and our team will be in touch.
128440,"@Uber_Support is your uber available here in Najafgarh ,delhi  to new Delhi railway station at 4Am early morning",128439,@144889 Shouldn't be a problem! We recommend you open your app a little earlier to make sure ETAs are favorable. You can check out our coverage areas at https://t.co/u3rIywe9ei. We're expanding quickly so stay tuned if your city isn't there!
128442,"@Uber_Support please check your private message, I have a problem that needs to be looked at. Thank you",128441,@144890 Here to help! Contact us here; https://t.co/OhfgxSAY58 so we can take a closer look.
128446,@144892 @144893 @115873 @144894 My previous partner was keep delaying my prifile.i report that instead of realese my profile to the driver pool there link my profile with other partner now there told me to realse my self to that partner n I must wait other 7days is that make sense,128444,"@144891 We've followed up with you via DM, be on the look out for our response."
128453,"@Uber_Support Booked the cab in Delhi from Moti Mahal Restuarant, Darya Ganj to Freedom Fighter Enclave. Pls help guys. Booking was on pool &amp; there was 1 drop at lajpat nagar before mine. Driver's no. starts with 958... Dnt remember the full no. Kindly help..",128452,@144895 We're here to help! Send us a DM with your email address and more details of your concern so we can follow up.
128455,@116288 @Uber_Support @119983 booked a ride. Driver called to ask where the drop is and then cancelled the ride. Are these the professional drivers you have on board? https://t.co/RmOHZOOz3i,128454,@144896 Here to help! Send us a note here; https://t.co/iOszeeHZhQ and our team will be able to assist!
128457,@115873 your Uber driver called me and said “ Nah I don’t wanna do no 10 minutes ride” hung up and I still got charged 5 dollars fam,128456,@144897 Here to help! Please send us a note at https://t.co/h840Iouehc and we'll be happy to look into this for you.
128459,"@Uber_Support Hi team, not able to apply promotion code in my app that I received through message.",128458,@144898 Let's take a closer look! Send us a note via https://t.co/lqVgKo4ZO3 so our team can follow up.
128461,@115873 how do you report a driver who calls and abuses you for a trip you canceled because he didn't pick up your calls?,128460,@144899 Here to help! Send us a note via https://t.co/e8HVorX5rh and we'll be in touch.
128972,"@115873 @Uber_Support You keep saying file a ticket
With what login information

What the FUCK is your endgame",128970,@145028 So sorry about that! Send us a DM with your email address so we can connect right away.
128977,@Uber_Support 9810357594,128979,@145029 We're currently reviewing your email and will be in touch shortly. We appreciate your patience!
128978,@Uber_Support Meanwhile can you email me the travel receipt of 12 Nov 17 at __email__,128976,"@145029 Hi Arun! We're unable to locate an account under that email, can you please DM us the phone number on your account? For getting a trip receipt, please visit this link: https://t.co/mHNQLPUf5T"
128983,"@Uber_Support 
Not able to link new email address",128981,"@145029 Happy to help! Send us a note here, https://t.co/mSBDsMUeID, and our team will follow up."
128985,@Uber_Support why do I get this text every time I order an Uber in Vegas? https://t.co/KTIJd853NX,128984,@145030 We'll be happy to take a closer look. Send us a note via https://t.co/zUe0dj6yoX so our team can connect.
128987,@115873 drivers are morons!! Always taking the longest way possible.,128986,@145031 Here to help! Send us a note here; https://t.co/y4EDPcVZOI and our team will be able to assist!
128989,"@Uber_Support No member of your team reached out.  I appreciate the help... :(
#badcustomerservice #blackfriday #untruthful #rates #overcharging #lyft #ridesharing #poorservice #uber #needhelp",128991,@145032 It seems a member of our team has reached out to you. Please check your email and follow up with them there.
128990,@Uber_Support I have already contacted support with this issue and they didn't do anything.  Which has been a consistent response. #Thanksgiving #uberproblems,128988,@145032 It seems a member of our team has reached out to you. Please check your email and follow up with them there.
128990,@Uber_Support I have already contacted support with this issue and they didn't do anything.  Which has been a consistent response. #Thanksgiving #uberproblems,128992,@145032 We're here to help! Send us a DM with your email address so we can connect.
128994,@115873 is stealing money from me again.  Is anyone else getting false ride costs when you accept a ride. #Thanksgiving #rideshare #stealing,128993,@145032 Here to help! Please send us a note at https://t.co/1xM0TILvAI and we'll be happy to look into this for you.
128996,@Uber_Support @119983 @116288  how to consume this credit.  I took 2 trips after this credit but has not been adjusted https://t.co/Bw6aBgezLs,128995,@145033 Check out https://t.co/8Up7rdmQG0 to learn more about credits.
128999,@Uber_Support It's been hours. I emailed whatever asked. But I am not been assured of anything yet!? That's it???,129001,@145034 We're here to help! Send us a DM with your email address and more details so we can follow up.
129002,@Uber_Support I have mailed again to your email. You didn't even back saying anything!! Is it just some automatic message you sending or you are seriously looking into this issue?,129003,@145034 Happy to look into this for you. Please DM us the email address you used to contact support and we'll be in touch with you as soon as possible.
129004,"@Uber_Support But what happened to morning complaint, number etc all details I sent? Isn't it in your record? You didn't answer about it to me yet!! Enough texting! Am done. Bye and thanks!",129005,@145034 We're here to take a closer look! Please confirm your email address or phone number through direct message so we can further assist.
129000,"@Uber_Support @115873 
I don't have any uber account. Someone has used my number to create the account. Please look into this matter and take required action! Thanks. https://t.co/vjzherh1gH",128997,@145034 Happy to follow up. Send us a note at https://t.co/kGIXas5Cxg so our team can connect.
129008,@115873 it is ridiculous that cancelling for a rider no-show has any impact on my cancellation rate. If I cancel after waiting for more than 5 minutes there should be ZERO impact on my cancellation rate. You’re penalizing drivers for cancelling on tardy passengers.,129007,@145035 We can take a look. Send us a note via https://t.co/ZKt0NHVs3P so we can assist.
129421,@Uber_Support 🙄🙄 dont take the time to respond if it’s only with made up answers that doesn’t answer MY questions,129423,@145153 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.
129422,@Uber_Support So why sending me this email saying it is « disponible dès maintenant »? Getting my hopes up over here https://t.co/fabQKWduhU,129420,@145153 We're working hard to expand our service area. Stay tuned to our website for updates: https://t.co/Mf9vzZ0uru
129426,"Hey @115877, I received an e-mail saying you deliver on the North Shore but the app still says it doesnt.. whats up with that @Uber_Support",129425,@145153 UberEats isn't available near North Shore right now. But we're continuing to expand so check back soon! Stay tuned on UberEATS' availability here: https://t.co/P4mEOOIdr4
129428,@3560 @116288 @115873 I think my morning ride fare have some discrepency. Please help,129427,@145154 We're here to help! Please send us a note via https://t.co/wW2bTlNcsR so we can connect.
129430,@Uber_Support  drivers didn't stop the ride after dropping,129429,@145155 Here to help! Send us a note via https://t.co/fS660rQ8NQ and we'll be in touch.
129432,"@115877 @119983 @115873 Received completely wrong order. Complained twice. 
Le Uber be like : Thank you for your feedback.
Such a great customer care.
Order 384E6",129431,@145156 Let's take a further look into this. Please send us a DM with some additional details on what was missing.
129434,"@Uber_Support @116288 I see that you have credited the amount as über credits . But when I try to make a new booking, it says you need to pay a full amount plus previous amount in cash to the driver. Why doesn’t it use über credits to pay off the outstanding amount?",129433,@145157 We've received your DM and a member of our team has reached out. Please review your messages for our response.
129436,@Uber_Support Then what is your twitter handle for?? Just for robotic replies/assurances? Can’t you get this sorted if I give you all the required details on DM?,129435,"@145157 It's always best for us to have the trip and account info handy through our system. Once we receive your note, our team will be able to connect further. We appreciate your patience and understanding, Sarthak!"
129437,@145157 Thanks for reaching out. We'll get this sorted out! Please send us a note through https://t.co/h840IoLP8K so we can help.This will allow the appropriate team to receive your report and reply to it as soon as possible.,129438,@145157 We've followed up via DM!
129439,"@119983 @Uber_Support @116288 @115873 why the hell am I being charged the cancellation fee, when your driver cancelled the trip from his end? Unfortunately I had to switch to Ola today since you left an outstanding amount in my account.. that’s crazy",129437,@145157 Thanks for reaching out. We'll get this sorted out! Please send us a note through https://t.co/h840IoLP8K so we can help.This will allow the appropriate team to receive your report and reply to it as soon as possible.
129441,@Uber_Support Done👍,129440,@145158 Here to help! Please send us a DM with your email address for further assist.
129443,@115873 Blocked my Number 9680816234 .. why? What should i do now??,129442,@145158 Hi there! Please reach out to https://t.co/SjsQQ8ofRq and fill out the boxes at the bottom so we can get in touch.
129445,"@Uber_Support It’s asking for a Trip ID, the app doesn’t show that",129444,@145159 Here to help! Please send us a DM (direct message)  with your email address for further assist.
129447,"Absolutely disgusting experience with @115873 today. Driver picks me up on a trip with two stops. He immediately marks the first stop finished saying he’ll only do the second stop, he realised the second stop was too far so he abuses me and throws me out! Really?! @Uber_Support",129446,@145159 Here to help! Follow up here: https://t.co/K05RdmK3t4 and our team will connect right away.
129450,@Uber_Support 8604786242,129452,@145160 Hi there! Please reach out to https://t.co/zUe0dj6yoX and fill out the boxes at the bottom so we can get in touch.
129451,@Uber_Support Uber why you didn't send offer coupon like ola?,129449,@145160 Here to help! Please send us  your email address or phone number so we can further assist.
129454,@115877/@7440 solo quería calamares 😭😭 y me hicieron el favor de intoxicarme 😞  !FÍJENSE! En sus ingredientes ❤️😭😭😭 los odio. https://t.co/PXJCCczEGT,129453,@145161 We take this very seriously. Please send us a DM with your email address so we can connect ASAP.
129456,@Uber_Support @115873  i have a major complain. I did not cancel my ride yet the cancellation fare was taken from me. The thing that occurred was the driver did not come on time and instead the cancellation fee was taken from me,129455,@145162 Here to help! Please send us a note via  https://t.co/h840Iouehc   so our team can connect.
129458,"@Uber_Support 
I have booked uber cab and I was cheated.Though I dint have Paytm as default it was automatically changed by uber as Uber reserves the right to access while downloading the app! 
I was charged in cash as well as thru Paytm 3 times &amp; Customer care refuses to refund?",129457,@145163 We can definitely take a look! Send us a DM with your email address and details so we can follow up.
129460,@115873 why was my trip $15 one way and $30 the other way? Makes no sense 🤔🤷🏻‍♂️,129459,@145164 Here to help. Please visit https://t.co/UYuIveoHXo regarding with your concern. Let us know if you have any other questions.
129931,@Uber_Support Ive sent the report but would like this resolved ASAP as im starving  and due to a hand lasceration have no means to get food right now. is there no line?,129930,@145290 We can definitely take a look! Send us a DM with your email address so we can follow up.
129933,"@Uber_Support your driver didnt bring me my actual order, said they were going back to get my order and then marked it as delivered. i need a contact",129932,@145290 Here to help. Send us a note at https://t.co/Tq0sPMsSdu so our team can connect.
129935,"@Uber_Support Hi, has the average Uber Eats delivery fee lessened since you guys recategorized our pay",129934,@145291 We're here to help! Send us a DM with your email address so we can connect.
129935,"@Uber_Support Hi, has the average Uber Eats delivery fee lessened since you guys recategorized our pay",129936,@145291 Here to help! Send us a note at https://t.co/3eYc7uUEUm so our team can connect right away.
129938,@Uber_Support having trouble logging in to Uber on new phone. Won’t send SMS. Only sends if I try create new account,129937,@145292 Here to help! Send us a note at https://t.co/BDlHSjUF9c so our team can connect.
129941,"@Uber_Support Are you taking it forward, it seems like you are  very lethargic about this issue",129940,@145293 We've received your DM and a member of our team has reached out. Please review your messages for our response.
129943,"One of your cab driver stolen my phone, I have been trying to contact customer care services regarding this from yesterday morning, no positive response to me still now,  really frustrated about this bad experience, a poor service from uber. @115873 @Uber_Support  @119983",129942,@145293 We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.
129945,@Uber_Support @116288  to top that your driver charged me 210 while the fare showing in my app was 144. He showed his mobile and said 210 is correct and 144 is wrong. Wonder what you folks are upto,129944,@145294 Let's look into that!  Send us a note at https://t.co/oEOANqFpjc so our team can connect.
129947,@Uber_Support It's been more than 21 hours since last response.please help ASAP,129949,"@145295 We apologize for any delays, Suvigya. We've escalated this concern to the appropriate team for further review. Once an update is available it will be sent in response to your support inquiry. We appreciate your patience as we work on getting this resolved."
129950,"@Uber_Support It's been 3 days, still no reply or action. What are you guys upto?",129951,@145295 Hey there! We've just followed up with you via DM.
129948,@Uber_Support Already done...but no reply?,129946,"@145295 Hey, Suvigya. We can see your response and a member of our team will be in touch as soon as possible. We appreciate your patience."
129953,@Uber_Support Still no reply guys!,129952,@145295 Hi there! It seems a member of our team has reached out to you. Please check your email and follow up with them there. Thanks!
129955,@Uber_Support hey!my help messages on the uber app are getting ignored.Please look into the matter and provide a resolution ASAP. Reg Mob email-id:__email__,129954,@145295 We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.
129957,@Uber_Support Awaiting your response. https://t.co/zor6rkTDka,129956,"@145296 We definitely understand the sense of urgency here, and we assure you that our support team works through these inquiries as quickly as possible. Thank you for your patience with us so far, and be sure to keep an eye out for a follow up."
